Frequency (Hz)	Level (dB)
4728.000000	-88.186676
4732.000000	-90.071289
4736.000000	-90.411629
4740.000000	-91.520180
4744.000000	-95.110870
4748.000000	-90.925117
4752.000000	-90.966957
4756.000000	-87.492439
4760.000000	-88.519829
4764.000000	-89.611366
4768.000000	-89.475410
4772.000000	-88.409195
4776.000000	-86.938400
4780.000000	-87.535675
4784.000000	-90.821770
4788.000000	-89.335670
4792.000000	-89.275261
4796.000000	-92.726547
4800.000000	-87.306870
4804.000000	-86.368179
4808.000000	-88.741760
4812.000000	-89.591568
4816.000000	-90.483963
4820.000000	-90.529305
4824.000000	-91.350403
4828.000000	-92.254425
4832.000000	-93.475868
4836.000000	-89.090599
4840.000000	-90.516403
4844.000000	-93.474678
4848.000000	-90.013611
4852.000000	-86.264320
4856.000000	-87.732330
4860.000000	-91.257393
4864.000000	-90.034592
4868.000000	-88.191658
4872.000000	-88.356155
4876.000000	-92.370010
4880.000000	-96.137611
4884.000000	-94.163437
4888.000000	-91.499619
4892.000000	-93.453468
4896.000000	-94.906921
4900.000000	-93.242805
4904.000000	-93.640450
4908.000000	-93.485184
4912.000000	-93.240700
4916.000000	-92.553902
4920.000000	-93.473709
4924.000000	-93.017891
4928.000000	-90.492889
4932.000000	-88.416473
4936.000000	-94.057014
4940.000000	-93.412277
4944.000000	-91.508835
4948.000000	-90.507164
4952.000000	-91.814606
4956.000000	-92.392601
4960.000000	-91.229942
4964.000000	-91.657646
4968.000000	-90.597595
4972.000000	-88.354881
4976.000000	-90.754875
4980.000000	-92.824821
4984.000000	-93.924347
4988.000000	-90.033875
4992.000000	-89.330269
4996.000000	-92.055458
5000.000000	-93.756737
5004.000000	-92.833870
5008.000000	-91.700005
5012.000000	-91.276199
5016.000000	-92.149147
5020.000000	-89.358131
5024.000000	-87.998558
5028.000000	-90.357025
5032.000000	-97.219337
5036.000000	-91.930000
5040.000000	-87.238930
5044.000000	-87.945717
5048.000000	-88.959404
5052.000000	-86.411308
5056.000000	-90.803513
5060.000000	-92.646118
5064.000000	-96.885231
5068.000000	-92.103745
5072.000000	-91.940834
5076.000000	-90.021408
5080.000000	-90.508743
5084.000000	-89.026825
5088.000000	-88.550278
5092.000000	-90.834816
5096.000000	-90.437950
5100.000000	-89.120621
5104.000000	-90.261925
5108.000000	-91.131363
5112.000000	-98.732765
5116.000000	-91.342850
5120.000000	-86.315750
5124.000000	-87.497520
5128.000000	-91.253166
5132.000000	-87.142372
5136.000000	-88.806007
5140.000000	-89.495811
5144.000000	-90.505913
5148.000000	-88.820358
5152.000000	-89.579483
5156.000000	-87.371086
5160.000000	-87.667404
5164.000000	-90.322098
5168.000000	-90.130898
5172.000000	-92.479263
5176.000000	-90.143005
5180.000000	-90.288040
5184.000000	-88.216644
5188.000000	-87.714539
5192.000000	-88.558792
5196.000000	-87.781937
5200.000000	-87.416054
5204.000000	-87.225311
5208.000000	-90.104118
5212.000000	-92.815147
5216.000000	-88.458870
5220.000000	-89.785858
5224.000000	-89.070419
5228.000000	-89.168129
5232.000000	-91.350540
5236.000000	-95.041702
5240.000000	-96.603821
5244.000000	-92.037300
5248.000000	-91.856735
5252.000000	-92.063927
5256.000000	-94.521561
5260.000000	-93.382256
5264.000000	-92.887489
5268.000000	-91.372086
5272.000000	-86.698929
5276.000000	-86.451401
5280.000000	-88.448853
5284.000000	-92.594498
5288.000000	-93.830200
5292.000000	-93.198700
5296.000000	-92.093788
5300.000000	-92.847099
5304.000000	-95.143044
5308.000000	-95.181778
5312.000000	-91.065521
5316.000000	-91.314445
5320.000000	-93.239899
5324.000000	-93.906631
5328.000000	-90.106522
5332.000000	-89.069649
5336.000000	-90.805817
5340.000000	-89.541344
5344.000000	-91.301132
5348.000000	-90.038956
5352.000000	-92.684593
5356.000000	-93.493378
5360.000000	-91.187256
5364.000000	-94.718552
5368.000000	-92.638870
5372.000000	-91.043877
5376.000000	-89.830872
5380.000000	-92.086891
5384.000000	-89.424850
5388.000000	-88.969475
5392.000000	-88.769356
5396.000000	-91.636505
5400.000000	-93.451897
5404.000000	-92.609344
5408.000000	-88.296600
5412.000000	-90.979507
5416.000000	-91.037476
5420.000000	-91.777962
5424.000000	-92.958405
5428.000000	-90.522583
5432.000000	-90.870682
5436.000000	-93.786514
5440.000000	-93.830849
5444.000000	-95.184196
5448.000000	-92.055481
5452.000000	-87.297020
5456.000000	-86.881180
5460.000000	-88.848701
5464.000000	-88.542412
5468.000000	-90.838539
5472.000000	-92.711411
5476.000000	-89.882912
5480.000000	-91.876442
5484.000000	-89.078285
5488.000000	-87.902885
5492.000000	-88.918243
5496.000000	-92.374947
5500.000000	-92.142937
5504.000000	-96.212173
5508.000000	-91.801636
5512.000000	-88.608833
5516.000000	-90.749329
5520.000000	-92.524101
5524.000000	-89.108742
5528.000000	-92.556808
5532.000000	-97.253494
5536.000000	-91.316017
5540.000000	-90.549110
5544.000000	-90.232857
5548.000000	-94.644974
5552.000000	-92.101303
5556.000000	-94.519821
5560.000000	-95.442055
5564.000000	-96.191513
5568.000000	-94.384583
5572.000000	-92.109039
5576.000000	-91.860939
5580.000000	-92.449524
5584.000000	-92.543381
5588.000000	-92.637131
5592.000000	-89.724854
5596.000000	-91.196793
5600.000000	-95.456413
5604.000000	-97.970558
5608.000000	-90.330154
5612.000000	-86.757019
5616.000000	-87.986931
5620.000000	-91.651642
5624.000000	-93.079353
5628.000000	-97.258514
5632.000000	-90.774452
5636.000000	-89.424858
5640.000000	-88.728081
5644.000000	-95.589363
5648.000000	-93.794495
5652.000000	-92.293068
5656.000000	-90.899323
5660.000000	-91.456642
5664.000000	-89.056580
5668.000000	-87.290985
5672.000000	-90.356476
5676.000000	-91.839851
5680.000000	-90.537773
5684.000000	-92.163231
5688.000000	-90.137764
5692.000000	-89.734344
5696.000000	-88.346397
5700.000000	-91.196121
5704.000000	-89.594788
5708.000000	-90.113335
5712.000000	-89.933479
5716.000000	-93.230316
5720.000000	-92.878700
5724.000000	-94.285011
5728.000000	-101.662346
5732.000000	-98.866814
5736.000000	-94.929703
5740.000000	-94.396088
5744.000000	-92.367935
5748.000000	-89.880852
5752.000000	-87.971519
5756.000000	-87.058876
5760.000000	-90.054626
5764.000000	-87.993584
5768.000000	-88.962105
5772.000000	-93.476448
5776.000000	-89.733215
5780.000000	-89.798912
5784.000000	-92.271965
5788.000000	-93.187897
5792.000000	-90.245537
5796.000000	-86.869301
5800.000000	-87.828209
5804.000000	-88.240646
5808.000000	-87.256615
5812.000000	-87.961433
5816.000000	-90.097610
5820.000000	-93.877586
5824.000000	-93.119408
5828.000000	-92.516296
5832.000000	-91.426125
5836.000000	-91.690720
5840.000000	-90.488022
5844.000000	-90.581879
5848.000000	-91.559891
5852.000000	-93.445763
5856.000000	-90.350319
5860.000000	-87.608833
5864.000000	-88.815002
5868.000000	-89.147659
5872.000000	-90.435791
5876.000000	-95.206650
5880.000000	-94.462608
5884.000000	-93.885643
5888.000000	-94.692543
5892.000000	-96.762466
5896.000000	-98.154083
5900.000000	-93.009613
5904.000000	-94.899086
5908.000000	-90.462006
5912.000000	-90.710365
5916.000000	-90.161949
5920.000000	-87.169006
5924.000000	-89.430977
5928.000000	-90.319931
5932.000000	-88.586426
5936.000000	-89.282082
5940.000000	-89.895729
5944.000000	-90.951813
5948.000000	-97.251190
5952.000000	-92.784035
5956.000000	-88.462570
5960.000000	-88.187675
5964.000000	-88.871544
5968.000000	-91.184685
5972.000000	-94.518906
5976.000000	-92.247528
5980.000000	-92.304146
5984.000000	-95.230637
5988.000000	-92.267448
5992.000000	-90.896416
5996.000000	-90.893784
6000.000000	-90.541862
6004.000000	-93.998856
6008.000000	-97.389893
6012.000000	-94.184387
6016.000000	-94.078880
6020.000000	-91.979515
6024.000000	-91.515213
6028.000000	-91.494606
6032.000000	-88.588280
6036.000000	-88.909035
6040.000000	-92.451431
6044.000000	-92.944397
6048.000000	-95.655846
6052.000000	-95.464775
6056.000000	-91.866516
6060.000000	-90.494392
6064.000000	-91.811859
6068.000000	-93.816940
6072.000000	-96.992599
6076.000000	-98.318268
6080.000000	-95.412354
6084.000000	-97.981758
6088.000000	-95.804367
6092.000000	-90.301788
6096.000000	-90.603714
6100.000000	-91.728569
6104.000000	-90.552589
6108.000000	-90.811821
6112.000000	-90.030342
6116.000000	-92.839767
6120.000000	-91.326088
6124.000000	-91.503517
6128.000000	-90.465988
6132.000000	-91.085197
6136.000000	-90.234253
6140.000000	-91.511726
6144.000000	-93.342819
6148.000000	-92.502373
6152.000000	-92.065483
6156.000000	-92.566780
6160.000000	-90.071785
6164.000000	-91.220375
6168.000000	-94.135345
6172.000000	-92.573936
6176.000000	-93.575584
6180.000000	-89.378555
6184.000000	-88.049286
6188.000000	-88.813469
6192.000000	-90.915642
6196.000000	-91.163727
6200.000000	-88.953041
6204.000000	-89.287025
6208.000000	-93.348648
6212.000000	-96.098862
6216.000000	-93.366821
6220.000000	-93.469360
6224.000000	-99.282921
6228.000000	-96.745949
6232.000000	-94.629166
6236.000000	-93.305267
6240.000000	-93.341484
6244.000000	-92.027214
6248.000000	-89.787849
6252.000000	-90.334145
6256.000000	-91.340240
6260.000000	-94.647697
6264.000000	-92.463112
6268.000000	-92.433479
6272.000000	-88.776932
6276.000000	-89.425545
6280.000000	-90.278458
6284.000000	-92.657448
6288.000000	-91.512001
6292.000000	-91.139641
6296.000000	-94.153702
6300.000000	-93.342789
6304.000000	-91.920906
6308.000000	-91.615738
6312.000000	-94.436852
6316.000000	-92.613304
6320.000000	-93.230118
6324.000000	-94.238319
6328.000000	-92.621086
6332.000000	-90.929489
6336.000000	-91.164749
6340.000000	-92.544983
6344.000000	-92.551857
6348.000000	-91.075813
6352.000000	-87.662415
6356.000000	-88.825493
6360.000000	-93.281143
6364.000000	-91.743912
6368.000000	-90.402359
6372.000000	-91.291870
6376.000000	-92.222343
6380.000000	-93.373543
6384.000000	-94.068497
6388.000000	-97.855118
6392.000000	-90.478027
6396.000000	-87.804710
6400.000000	-87.908386
6404.000000	-92.739952
6408.000000	-93.041733
6412.000000	-91.009163
6416.000000	-90.433800
6420.000000	-89.378342
6424.000000	-90.367294
6428.000000	-90.428459
6432.000000	-89.544022
6436.000000	-90.973961
6440.000000	-94.953644
6444.000000	-93.033150
6448.000000	-90.868378
6452.000000	-95.010391
6456.000000	-93.490456
6460.000000	-91.067734
6464.000000	-90.128540
6468.000000	-91.279404
6472.000000	-90.102928
6476.000000	-89.432755
6480.000000	-92.654076
6484.000000	-92.925301
6488.000000	-94.434914
6492.000000	-92.183281
6496.000000	-91.939880
6500.000000	-90.031197
6504.000000	-88.724770
6508.000000	-92.024712
6512.000000	-95.940292
6516.000000	-97.551208
6520.000000	-94.809189
6524.000000	-94.974617
6528.000000	-92.523262
6532.000000	-93.016815
6536.000000	-92.485077
6540.000000	-93.731392
6544.000000	-93.600182
6548.000000	-93.658661
6552.000000	-93.154297
6556.000000	-91.496651
6560.000000	-92.649162
6564.000000	-92.208832
6568.000000	-92.114906
6572.000000	-95.126457
6576.000000	-96.859764
6580.000000	-92.057114
6584.000000	-90.145409
6588.000000	-90.176598
6592.000000	-85.863899
6596.000000	-86.918861
6600.000000	-93.100426
6604.000000	-92.481987
6608.000000	-90.431801
6612.000000	-90.125168
6616.000000	-89.438171
6620.000000	-92.556648
6624.000000	-96.058250
6628.000000	-97.297523
6632.000000	-91.426018
6636.000000	-88.790062
6640.000000	-92.157837
6644.000000	-92.534958
6648.000000	-91.255951
6652.000000	-92.574951
6656.000000	-93.351578
6660.000000	-89.387352
6664.000000	-86.971710
6668.000000	-90.530357
6672.000000	-94.013702
6676.000000	-91.302391
6680.000000	-92.588242
6684.000000	-95.663979
6688.000000	-89.244011
6692.000000	-88.966904
6696.000000	-92.472542
6700.000000	-95.522224
6704.000000	-92.774139
6708.000000	-89.550354
6712.000000	-90.250610
6716.000000	-90.495796
6720.000000	-91.230789
6724.000000	-94.163467
6728.000000	-91.726227
6732.000000	-91.635185
6736.000000	-93.471306
6740.000000	-94.093155
6744.000000	-93.916260
6748.000000	-89.200134
6752.000000	-90.905960
6756.000000	-92.722382
6760.000000	-92.092949
6764.000000	-91.249359
6768.000000	-93.829536
6772.000000	-95.561653
6776.000000	-90.570374
6780.000000	-90.109085
6784.000000	-94.046638
6788.000000	-91.548843
6792.000000	-91.416420
6796.000000	-93.665840
6800.000000	-90.789528
6804.000000	-90.416733
6808.000000	-91.184639
6812.000000	-89.980789
6816.000000	-91.307579
6820.000000	-93.454781
6824.000000	-93.492966
6828.000000	-90.376457
6832.000000	-90.538795
6836.000000	-93.912437
6840.000000	-93.209526
6844.000000	-94.242516
6848.000000	-93.106270
6852.000000	-90.465599
6856.000000	-90.391579
6860.000000	-91.851173
6864.000000	-94.809128
6868.000000	-91.907669
6872.000000	-90.456589
6876.000000	-94.522820
6880.000000	-92.909203
6884.000000	-91.386215
6888.000000	-89.750488
6892.000000	-90.212791
6896.000000	-90.678017
6900.000000	-90.473274
6904.000000	-89.536552
6908.000000	-89.275513
6912.000000	-89.648926
6916.000000	-91.928078
6920.000000	-91.451111
6924.000000	-87.868744
6928.000000	-88.774902
6932.000000	-93.528679
6936.000000	-92.660400
6940.000000	-90.580353
6944.000000	-94.902382
6948.000000	-94.562416
6952.000000	-97.870605
6956.000000	-96.769577
6960.000000	-95.625320
6964.000000	-95.554703
6968.000000	-92.277275
6972.000000	-89.368164
6976.000000	-90.164467
6980.000000	-95.251488
6984.000000	-92.966217
6988.000000	-89.458160
6992.000000	-90.125832
6996.000000	-91.958046
7000.000000	-92.397942
7004.000000	-92.394112
7008.000000	-91.664032
7012.000000	-91.887711
7016.000000	-94.797646
7020.000000	-93.712074
7024.000000	-89.717163
7028.000000	-93.266708
7032.000000	-93.319267
7036.000000	-92.166786
7040.000000	-92.763809
7044.000000	-92.551865
7048.000000	-92.122375
7052.000000	-91.340721
7056.000000	-91.610085
7060.000000	-93.546448
7064.000000	-92.878159
7068.000000	-89.369751
7072.000000	-88.871452
7076.000000	-91.358543
7080.000000	-91.191582
7084.000000	-91.425842
7088.000000	-92.678772
7092.000000	-91.437363
7096.000000	-92.624779
7100.000000	-95.544365
7104.000000	-99.087212
7108.000000	-94.898323
7112.000000	-93.334778
7116.000000	-88.782761
7120.000000	-90.898109
7124.000000	-96.529419
7128.000000	-97.639442
7132.000000	-94.445930
7136.000000	-98.333588
7140.000000	-95.230423
7144.000000	-94.256531
7148.000000	-93.915115
7152.000000	-91.875648
7156.000000	-91.835922
7160.000000	-94.998489
7164.000000	-95.568184
7168.000000	-93.727448
7172.000000	-94.711502
7176.000000	-94.179504
7180.000000	-98.116379
7184.000000	-90.966850
7188.000000	-87.655670
7192.000000	-86.346298
7196.000000	-87.853928
7200.000000	-93.242966
7204.000000	-94.029884
7208.000000	-91.613884
7212.000000	-93.342323
7216.000000	-93.186836
7220.000000	-91.006470
7224.000000	-92.020775
7228.000000	-95.135689
7232.000000	-94.809441
7236.000000	-92.814102
7240.000000	-92.531052
7244.000000	-92.634293
7248.000000	-94.106956
7252.000000	-90.276840
7256.000000	-89.301926
7260.000000	-93.536728
7264.000000	-92.585526
7268.000000	-93.937897
7272.000000	-93.387642
7276.000000	-90.489418
7280.000000	-92.897255
7284.000000	-96.297951
7288.000000	-95.183594
7292.000000	-94.140663
7296.000000	-96.195007
7300.000000	-91.627968
7304.000000	-90.660904
7308.000000	-93.260612
7312.000000	-93.299828
7316.000000	-92.362343
7320.000000	-90.209358
7324.000000	-90.318344
7328.000000	-88.418793
7332.000000	-89.452370
7336.000000	-90.716637
7340.000000	-93.527985
7344.000000	-94.667435
7348.000000	-96.513748
7352.000000	-96.796516
7356.000000	-91.579857
7360.000000	-90.174881
7364.000000	-91.396210
7368.000000	-93.152702
7372.000000	-91.849434
7376.000000	-89.856979
7380.000000	-88.291176
7384.000000	-88.796822
7388.000000	-90.448540
7392.000000	-92.646820
7396.000000	-92.688988
7400.000000	-93.468399
7404.000000	-90.684448
7408.000000	-90.640175
7412.000000	-91.537354
7416.000000	-92.198318
7420.000000	-93.438263
7424.000000	-90.167801
7428.000000	-89.732925
7432.000000	-92.260452
7436.000000	-93.671310
7440.000000	-93.747055
7444.000000	-91.144592
7448.000000	-91.355453
7452.000000	-92.484283
7456.000000	-92.350372
7460.000000	-89.952484
7464.000000	-90.239395
7468.000000	-90.207764
7472.000000	-92.703667
7476.000000	-94.882355
7480.000000	-94.141815
7484.000000	-90.130287
7488.000000	-90.074898
7492.000000	-91.363342
7496.000000	-91.076363
7500.000000	-93.136940
7504.000000	-94.907509
7508.000000	-93.194733
7512.000000	-91.516846
7516.000000	-94.806839
7520.000000	-94.074730
7524.000000	-94.390213
7528.000000	-91.258919
7532.000000	-93.106407
7536.000000	-92.318275
7540.000000	-91.189827
7544.000000	-89.391663
7548.000000	-90.904274
7552.000000	-89.902130
7556.000000	-89.791176
7560.000000	-94.105988
7564.000000	-94.730194
7568.000000	-90.506218
7572.000000	-88.443535
7576.000000	-90.835670
7580.000000	-92.217216
7584.000000	-93.083458
7588.000000	-94.103775
7592.000000	-96.644379
7596.000000	-96.875450
7600.000000	-95.187782
7604.000000	-94.098244
7608.000000	-91.725418
7612.000000	-91.547501
7616.000000	-92.156143
7620.000000	-94.049400
7624.000000	-94.336952
7628.000000	-93.114235
7632.000000	-92.924187
7636.000000	-93.968948
7640.000000	-92.445839
7644.000000	-92.579788
7648.000000	-91.614601
7652.000000	-90.751175
7656.000000	-89.519844
7660.000000	-93.016281
7664.000000	-91.656418
7668.000000	-86.844574
7672.000000	-87.971985
7676.000000	-92.724319
7680.000000	-94.662811
7684.000000	-91.492149
7688.000000	-93.133682
7692.000000	-91.981339
7696.000000	-92.395302
7700.000000	-95.024757
7704.000000	-92.253128
7708.000000	-91.340096
7712.000000	-91.450821
7716.000000	-93.592308
7720.000000	-95.133713
7724.000000	-93.062515
7728.000000	-93.929070
7732.000000	-91.788170
7736.000000	-91.028786
7740.000000	-92.089973
7744.000000	-96.182816
7748.000000	-97.798233
7752.000000	-100.112816
7756.000000	-93.059349
7760.000000	-89.677139
7764.000000	-90.110733
7768.000000	-87.634338
7772.000000	-89.296432
7776.000000	-89.920685
7780.000000	-90.730469
7784.000000	-92.712669
7788.000000	-89.702339
7792.000000	-90.507080
7796.000000	-92.861595
7800.000000	-97.841087
7804.000000	-94.271667
7808.000000	-97.565926
7812.000000	-93.481010
7816.000000	-92.860619
7820.000000	-95.738792
7824.000000	-93.514870
7828.000000	-95.592651
7832.000000	-93.387947
7836.000000	-89.884781
7840.000000	-90.060486
7844.000000	-89.651390
7848.000000	-90.720085
7852.000000	-92.485138
7856.000000	-92.914429
7860.000000	-89.172752
7864.000000	-90.376419
7868.000000	-91.834084
7872.000000	-92.161827
7876.000000	-92.033730
7880.000000	-92.917870
7884.000000	-93.850044
7888.000000	-95.028587
7892.000000	-91.544937
7896.000000	-93.436989
7900.000000	-97.569420
7904.000000	-93.678589
7908.000000	-89.533516
7912.000000	-90.960426
7916.000000	-91.626396
7920.000000	-91.478668
7924.000000	-95.768173
7928.000000	-94.223457
7932.000000	-94.775284
7936.000000	-96.469635
7940.000000	-97.202682
7944.000000	-92.214439
7948.000000	-94.076172
7952.000000	-93.133507
7956.000000	-93.611511
7960.000000	-92.407021
7964.000000	-88.499977
7968.000000	-92.174530
7972.000000	-97.461746
7976.000000	-95.465546
7980.000000	-90.607605
7984.000000	-91.630119
7988.000000	-93.944931
7992.000000	-90.125702
7996.000000	-92.212585
8000.000000	-92.272400
8004.000000	-93.975143
8008.000000	-91.641838
8012.000000	-92.068008
8016.000000	-90.406693
8020.000000	-94.385063
8024.000000	-93.663261
8028.000000	-97.222946
8032.000000	-92.372528
8036.000000	-89.245499
8040.000000	-91.073265
8044.000000	-91.347664
8048.000000	-90.962601
8052.000000	-90.397209
8056.000000	-90.519012
8060.000000	-90.992416
8064.000000	-90.583572
8068.000000	-92.044273
8072.000000	-91.628906
8076.000000	-91.111839
8080.000000	-92.605644
8084.000000	-94.107857
8088.000000	-96.555672
8092.000000	-99.458710
8096.000000	-92.589371
8100.000000	-93.566345
8104.000000	-99.459045
8108.000000	-96.047058
8112.000000	-93.678772
8116.000000	-95.080009
8120.000000	-95.131371
8124.000000	-94.084885
8128.000000	-99.488815
8132.000000	-92.878159
8136.000000	-89.333275
8140.000000	-91.711952
8144.000000	-94.741295
8148.000000	-91.765862
8152.000000	-91.587517
8156.000000	-93.301537
8160.000000	-96.132072
8164.000000	-92.379265
8168.000000	-91.308304
8172.000000	-94.520660
8176.000000	-94.831329
8180.000000	-90.043159
8184.000000	-86.342735
8188.000000	-90.258171
